PROBLEM1-20 PROBLEM1-40 PROBLEM1-60 PROBLEM1-80 PROBLEM1-100 PROBLEM2-20 PROBLEM2-40 PROBLEM2-60 PROBLEM2-80 START END 
0 35 0 0 0 0 0 0 0 0 123
0 0 8 7 0 0 0 0 0 0 20
0 0 0 2 0 0 0 0 0 0 6
0 0 0 0 8 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 9
0 0 0 0 0 0 16 0 0 0 1
0 0 0 0 0 0 0 13 8 0 3
0 0 0 0 0 0 0 0 2 0 10
0 0 0 0 0 0 0 0 0 0 2
158 0 0 0 0 17 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0
